63,1
36,1
63,1
22,1
67,1
68,1
31,1
24,1
71,1
39,1
73,1
66,1
122,1
122,1
122,1
68,1
138,1
127,1
129,1
121,1
122,1
54,1
139,1
17,1
141,1
46,1
143,1
144,1
14,1
17,1
8,1
7,1
99,1
100,1
109,1
102,1
109,1
104,1
105,1
106,1
107,1
108,1
109,1
55,1
48,1
112,1
113,1
114,1
116,1
116,1
40,1
118,1
112,1
106,1
83,1
88,1
76,1
77,1
78,1
79,1
80,1
81,1
92,1
80,1
75,1
85,1
77,1
86,1
89,1
89,1
90,1
91,1
92,1
85,1
94,1
77,1
96,1
97,1
98,1
130,1
85,1
146,1
89,1
134,1
87,1
146,1
135,1
0,1
1,1
2,1
21,1
4,1
5,1
6,1
7,1
10,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
5,1
18,1
19,1
20,1
21,1
22,1
58,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
145,1
36,1
39,1
27,1
39,1
24,1
38,1
17,1
108,1
44,1
62,1
127,1
47,1
25,1
54,1
7,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
66,1
62,1
63,1
0,1
65,1
66,1
67,1
68,1
70,1
70,1
71,1
128,1
150,1
73,1
121,1
122,1
123,1
122,1
125,1
126,1
127,1
26,1
151,1
128,1
72,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
149,1
40,1
122,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
106,1
111,1
112,1
113,1
114,1
116,1
116,1
117,1
118,1
119,1
120,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
98,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
135,1
130,1
93,1
132,1
133,1
134,1
135,1
146,1
148,1
128,1
74,1
75,1
76,1
87,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
74,1
74,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
79,1
80,1
94,1
98,1
130,1
93,1
132,1
133,1
134,1
135,1
94,1
74,1
0,1
1,1
2,1
63,1
49,1
46,1
7,1
8,1
10,1
12,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
116,1
22,1
23,1
24,1
25,1
115,1
27,1
72,1
63,1
31,1
32,1
33,1
67,1
145,1
36,1
2,1
38,1
39,1
24,1
24,1
42,1
43,1
44,1
45,1
46,1
24,1
9,1
4,1
121,1
137,1
52,1
136,1
49,1
105,1
56,1
57,1
58,1
59,1
23,1
61,1
24,1
63,1
31,1
65,1
66,1
67,1
68,1
56,1
70,1
71,1
72,1
119,1
63,1
127,1
124,1
122,1
24,1
72,1
127,1
129,1
136,1
137,1
137,1
139,1
140,1
141,1
142,1
143,1
144,1
35,1
149,1
24,1
151,1
115,1
100,1
101,1
102,1
72,1
104,1
42,1
120,1
107,1
108,1
72,1
143,1
111,1
112,1
113,1
114,1
115,1
99,1
117,1
118,1
119,1
120,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
85,1
83,1
84,1
85,1
78,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
88,1
96,1
89,1
98,1
130,1
131,1
132,1
88,1
134,1
135,1
146,1
148,1
0,1
1,1
37,1
21,1
5,1
6,1
7,1
28,1
9,1
25,1
11,1
12,1
13,1
14,1
15,1
16,1
5,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
38,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
35,1
35,1
36,1
37,1
41,1
39,1
31,1
41,1
42,1
72,1
44,1
45,1
122,1
47,1
48,1
52,1
121,1
51,1
53,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
68,1
63,1
0,1
65,1
66,1
67,1
68,1
67,1
137,1
72,1
73,1
121,1
122,1
46,1
124,1
45,1
126,1
127,1
136,1
140,1
140,1
59,1
137,1
138,1
139,1
140,1
141,1
129,1
129,1
142,1
143,1
144,1
35,1
149,1
150,1
151,1
99,1
100,1
101,1
58,1
103,1
104,1
105,1
106,1
107,1
129,1
129,1
108,1
109,1
55,1
111,1
112,1
113,1
106,1
116,1
116,1
117,1
19,1
119,1
120,1
129,1
129,1
74,1
75,1
76,1
77,1
77,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
90,1
77,1
82,1
89,1
90,1
91,1
92,1
93,1
89,1
95,1
96,1
134,1
98,1
130,1
131,1
132,1
89,1
92,1
135,1
146,1
83,1
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
10,1
10,1
11,1
56,1
67,1
14,1
35,1
72,1
17,1
18,1
43,1
20,1
22,1
59,1
109,1
24,1
10,1
26,1
9,1
10,1
4,1
108,1
144,1
72,1
33,1
13,1
35,1
36,1
67,1
40,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
122,1
47,1
25,1
4,1
29,1
52,1
52,1
153,1
142,1
127,1
56,1
57,1
58,1
59,1
20,1
3,1
62,1
63,1
64,1
63,1
66,1
67,1
147,1
69,1
67,1
71,1
72,1
73,1
6,1
128,1
141,1
124,1
125,1
126,1
127,1
39,1
137,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
119,1
24,1
123,1
99,1
141,1
101,1
102,1
59,1
104,1
105,1
106,1
107,1
108,1
22,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
31,1
118,1
119,1
120,1
0,1
1,1
37,1
3,1
4,1
17,1
6,1
7,1
13,1
9,1
10,1
11,1
12,1
13,1
14,1
13,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
40,1
8,1
26,1
27,1
28,1
7,1
23,1
31,1
32,1
33,1
34,1
35,1
36,1
67,1
64,1
39,1
43,1
43,1
42,1
43,1
44,1
42,1
46,1
47,1
48,1
4,1
50,1
32,1
52,1
138,1
54,1
55,1
56,1
48,1
58,1
59,1
60,1
59,1
36,1
63,1
3,1
38,1
17,1
67,1
68,1
69,1
70,1
62,1
72,1
73,1
5,1
122,1
122,1
43,1
70,1
32,1
127,1
140,1
121,1
137,1
108,1
140,1
140,1
61,1
70,1
18,1
108,1
34,1
103,1
27,1
149,1
150,1
151,1
152,1
129,1
17,1
0,1
1,1
2,1
3,1
4,1
17,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
61,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
63,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
2,1
38,1
38,1
38,1
38,1
42,1
72,1
44,1
45,1
123,1
47,1
8,1
7,1
4,1
49,1
51,1
53,1
54,1
110,1
56,1
57,1
103,1
59,1
60,1
61,1
125,1
63,1
64,1
62,1
66,1
67,1
68,1
71,1
70,1
71,1
72,1
55,1
3,1
122,1
123,1
123,1
125,1
126,1
127,1
136,1
121,1
137,1
138,1
139,1
5,1
141,1
142,1
143,1
144,1
152,1
147,1
149,1
36,1
151,1
152,1
44,1
35,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
26,1
117,1
72,1
119,1
120,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
88,1
81,1
83,1
84,1
85,1
74,1
84,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
84,1
80,1
133,1
98,1
95,1
87,1
132,1
133,1
134,1
135,1
77,1
84,1
0,1
1,1
2,1
3,1
4,1
17,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
5,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
10,1
26,1
48,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
2,1
47,1
25,1
49,1
46,1
46,1
57,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
29,1
71,1
64,1
65,1
66,1
67,1
71,1
69,1
67,1
71,1
72,1
73,1
49,1
122,1
124,1
124,1
64,1
126,1
127,1
129,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
147,1
5,1
150,1
137,1
59,1
153,1
49,1
105,1
32,1
112,1
102,1
72,1
104,1
120,1
106,1
107,1
108,1
56,1
110,1
111,1
112,1
113,1
114,1
115,1
115,1
117,1
118,1
119,1
120,1
76,1
85,1
76,1
77,1
77,1
79,1
80,1
81,1
82,1
83,1
89,1
88,1
86,1
77,1
88,1
89,1
91,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
130,1
131,1
132,1
133,1
92,1
48,1
146,1
81,1
